Año,Mes,Nombre Servicio,Departamento,Municipio,Componente,Total
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,10
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),7
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,98
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,3
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,12
2024,MAYO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,35
2024,MAYO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),481
2024,MAYO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,221
2024,MAYO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,45
2024,MAYO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,2
2024,MAYO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS POR AFERESIS,2
2024,MAYO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,ALICUOTA PLAQUETAS AFERESIS,3
2024,MAYO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,77
2024,MAYO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),701
2024,MAYO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,24
2024,MAYO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS,166
2024,MAYO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,43
2024,MAYO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,138
2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,147
2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,PLAQUETAS AFERESIS FILTRADAS,11
2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,PLASMA FRESCO CONGELADO,17
2024,MAYO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,39
2024,MAYO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,CRIOPRECIPITADO,31
2024,MAYO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,56
2024,MAYO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,PLAQUETAS AFERESIS,12
2024,MAYO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,PLASMA FRESCO CONGELADO,34
2024,MAYO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,GLOBULOS ROJOS POBRES EN LEUCOCITOS,58
2024,MAYO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,PLASMA FRESCO CONGELADO,7
2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,92
2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),393
2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,54
2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,114
2024,MAYO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,2
2024,MAYO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,35
2024,MAYO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,1
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,5
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,CRIOPRECIPITADO,5
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,118
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,PLAQUETAS AFERESIS,11
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,PLASMA FRESCO CONGELADO,31
2024,MAYO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),118
2024,MAYO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS FILTRADAS,9
2024,MAYO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,PLASMA FRESCO CONGELADO,49
2024,MAYO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,16
2024,MAYO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,140
2024,MAYO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,25
2024,MAYO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,17
2024,MAYO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,CALDAS,GLOBULOS ROJOS POBRES EN LEUCOCITOS,25
2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,38
2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,32
2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),35
2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,65
2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,10
2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,19
2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,4
2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),103
2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,2
2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,97
2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,71
2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS IRRADIADAS,2
2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR IRRADIADAS,4
2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,48
2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,29
2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,5
2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS ESTANDAR,72
2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),302
2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS,32
2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,81
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,19
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,3
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA PLAQUETAS AFERESIS,3
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,254
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS AFERESIS,8
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),212
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,139
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS POBRES EN LEUCOCITOS,127
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO AFERESIS,52
2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,151
2024,MAYO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,11
2024,MAYO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,1
2024,MAYO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,3
2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,CRIOPRECIPITADO,121
2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),24
2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,16
2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,248
2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,PLAQUETAS AFERESIS FILTRADAS,93
2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,33
2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,PLASMA FRESCO CONGELADO,48
2024,MAYO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,21
2024,MAYO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,19
2024,MAYO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,5
2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,ALICUOTA DE GLOBULOS ROJOS FILTRADA,17
2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,ALICUOTA PLASMA FRESCO CONGELADO,4
2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,CRIOPRECIPITADO,45
2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),157
2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,295
2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS POR AFERESIS IRRADIADOS,6
2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS,51
2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLASMA FRESCO CONGELADO,98
2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,CRIOPRECIPITADO,16
2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,245
2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,94
2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,PLASMA FRESCO CONGELADO,59
2024,MAYO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,10
2024,MAYO,CORPORACION HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,6
2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,33
2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,14
2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),9
2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,110
2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,7
2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR FILTRADAS,26
2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,14
2024,MAYO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,GLOBULOS ROJOS POBRES EN LEUCOCITOS,14
2024,MAYO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,11
2024,MAYO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),3
2024,MAYO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,GLOBULOS ROJOS POBRES EN LEUCOCITOS,116
2024,MAYO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,PLAQUETAS AFERESIS,7
2024,MAYO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,PLASMA FRESCO CONGELADO,25
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,3
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,ALICUOTA PLASMA FRESCO CONGELADO,1
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,25
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),29
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,15
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,117
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS,140
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,111
2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,45
2024,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,36
2024,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,229
2024,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,39
2024,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,131
2024,MAYO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,53
2024,MAYO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,PLAQUETAS ESTANDAR,8
2024,MAYO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,PLASMA FRESCO CONGELADO,10
2024,MAYO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,47
2024,MAYO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),204
2024,MAYO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,66
2024,MAYO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,13
2024,MAYO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,55
2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,ALICUOTA DE GLOBULOS ROJOS FILTRADA,27
2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,CRIOPRECIPITADO,116
2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),362
2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,45
2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,139
2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,PLASMA FRESCO CONGELADO,117
2024,MAYO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,46
2024,MAYO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,1
2024,JUNIO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,42
2024,JUNIO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,1
2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,38
2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),262
2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,45
2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,67
2024,JUNIO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,19
2024,JUNIO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,2
2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,58
2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,276
2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,53
2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,282
2024,JUNIO,CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,0
2024,JUNIO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,55
2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,28
2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,82
2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),383
2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,4
2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS,80
2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,78
2024,JUNIO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),2
2024,JUNIO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,23
2024,JUNIO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,PLAQUETAS ESTANDAR FILTRADAS,1
2024,JUNIO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,PLASMA FRESCO CONGELADO,8
2024,JUNIO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,113
2024,JUNIO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),375
2024,JUNIO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1
