Año,Mes,Nombre Servicio,Departamento,Municipio,Causas Incineración,Hemocomponentes,Total Componentes Incinerados,Total Componentes Entregados
2024,MAYO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,2,2
2024,MAYO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,35,24
2024,MAYO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,1,1
2024,MAYO,UNIDAD HOSPITALARIA SANTA CRUZ VICTOR CARDENAS JARAMILLO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,6,24
2024,MAYO,UNIDAD HOSPITALARIA SANTA CRUZ VICTOR CARDENAS JARAMILLO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,8,8
2024,MAYO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,10,11
2024,JUNIO,ANGIOSUR S.A.S.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,CRIOPRECIPITADO,44,44
2024,JUNIO,ANGIOSUR S.A.S.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,12,14
2024,JUNIO,ANGIOSUR S.A.S.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,PLAQUETAS AFERESIS,6,6
2024,JUNIO,CEDIMED POBLADO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,2,2
2024,JUNIO,CEDIMED POBLADO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),15,15
2024,JUNIO,CEDIMED POBLADO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,3,3
2024,JUNIO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Coombs directo positivo,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),4,297
2024,JUNIO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,CRIOPRECIPITADO,23,30
2024,JUNIO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),251,297
2024,JUNIO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1, 
2024,JUNIO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,PLAQUETAS AFERESIS,244,1
2024,JUNIO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,63,78
2024,JUNIO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,9,8
2024,JUNIO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,Restos luego de la transfusion,PLAQUETAS AFERESIS,2, 
2024,JUNIO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,8
2024,JUNIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,CRIOPRECIPITADO,3,16
2024,JUNIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),10,12
2024,JUNIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,96,134
2024,JUNIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,PLAQUETAS AFERESIS,1,6
2024,JUNIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,54,78
2024,JUNIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2,134
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA,5,5
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,2,2
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA PLAQUETAS AFERESIS,10, 
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,185,185
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS AFERESIS,5,5
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),148,148
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,149, 
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS POBRES EN LEUCOCITOS,77,77
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,6,6
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO AFERESIS,38,38
2024,JUNIO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,133,133
2024,JUNIO,CLINICA CENTRAL FUNDADORES,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,2,6
2024,JUNIO,CLINICA CENTRAL FUNDADORES,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,101,93
2024,JUNIO,CLINICA CENTRAL FUNDADORES,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,1,1
2024,JUNIO,CLINICA CENTRAL FUNDADORES,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,11,18
2024,JUNIO,CLINICA DE LA POLICIA REGIONAL VALLE DE ABURRA,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,20,20
2024,JUNIO,CLINICA GENEZEN S.A.S SEDE PUERTO BERRIO,ANTIOQUIA,PUERTO BERRÍO,Restos luego de la transfusion,GLOBULOS ROJOS ESTANDAR,8,9
2024,JUNIO,CLINICA GENEZEN S.A.S SEDE PUERTO BERRIO,ANTIOQUIA,PUERTO BERRÍO,Vencimiento,GLOBULOS ROJOS ESTANDAR,3,9
2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,38,40
2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),262,270
2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,45,45
2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,67,70
2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1,270
2024,JUNIO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,50,47
2024,JUNIO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,Restos luego de la transfusion,PLAQUETAS AFERESIS,3,3
2024,JUNIO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,17,26
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA,41,38
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,25,13
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),24,19
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,108,118
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,18,19
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS ESTANDAR FILTRADAS,10,14
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,143,190
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Sistema abierto,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,118
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Unidad rota,PLASMA FRESCO CONGELADO,2,190
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2,118
2024,JUNIO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS ESTANDAR,4, 
2024,JUNIO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,113,114
2024,JUNIO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),375,354
2024,JUNIO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,2
2024,JUNIO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,189,190
2024,JUNIO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,53,46
2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,58,47
2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,276,220
2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,53,49
2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,282,226
2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Unidad rota,PLASMA FRESCO CONGELADO,4,226
2024,JUNIO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,20,15
2024,JUNIO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2,53
2024,JUNIO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,CALDAS,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),5,6
2024,JUNIO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,CALDAS,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,27,26
2024,JUNIO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,13,14
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,ANTIOQUIA,TURBO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,26,46
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,Restos luego de la transfusion,CRIOPRECIPITADO,4,4
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),18,18
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,212,208
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,Restos luego de la transfusion,PLAQUETAS AFERESIS,9,9
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,39,39
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Devolucion,PLASMA FRESCO CONGELADO,1,25
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,69,45
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,17,25
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Unidad rota,PLASMA FRESCO CONGELADO,1,25
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Vencimiento,PLASMA FRESCO CONGELADO,1,50
2024,JUNIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,ANTIOQUIA,YOLOMBÓ,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,24,21
2024,JUNIO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,55,47
2024,JUNIO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,Restos luego de la transfusion,CRIOPRECIPITADO,7,7
2024,JUNIO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,53,53
2024,JUNIO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,Restos luego de la transfusion,PLAQUETAS AFERESIS,4,4
2024,JUNIO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,Restos luego de la transfusion,CRIOPRECIPITADO,18,20
2024,JUNIO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,125,101
2024,JUNIO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,Restos luego de la transfusion,PLAQUETAS AFERESIS,12,12
2024,JUNIO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,17,41
2024,JUNIO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,Unidad rota,PLASMA FRESCO CONGELADO,1,41
2024,JUNIO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Control de calidad,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,180
2024,JUNIO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Descongelado sin usar,CRIOPRECIPITADO,5,116
2024,JUNIO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Descongelado sin usar,PLASMA FRESCO CONGELADO,3,73
2024,JUNIO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Unidad rota,PLASMA FRESCO CONGELADO,1,73
2024,JUNIO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,3,180
2024,JUNIO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,28,28
2024,JUNIO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,3,3
2024,JUNIO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,4,4
2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),21,370
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Aspecto Fisico,PLAQUETAS ESTANDAR,1,45
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Aspecto Fisico,PLAQUETAS ESTANDAR IRRADIADAS,3,23
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Aspecto Fisico,PLASMA FRESCO CONGELADO,1,387
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Coombs directo positivo,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,726
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Descongelado sin usar,PLASMA FRESCO CONGELADO,21,387
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA,14, 
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA IRRADIADA,5, 
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,1, 
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,109,118
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),145,112
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,94,79
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,699,726
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS IRRADIADOS,6,10
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,4,3
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,224,209
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS IRRADIADAS,9, 
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS ESTANDAR,35,45
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS ESTANDAR IRRADIADAS,11,23
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,382,387
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Unidad rota,CRIOPRECIPITADO,1,118
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,ALICUOTA PLAQUETAS AFERESIS FILTRADA IRRADIADA,2, 
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),2,112
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,22,726
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,3,209
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS ESTANDAR,4,45
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS ESTANDAR IRRADIADAS,3,23
2024,JUNIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,PLASMA FRESCO CONGELADO,1,387
2024,JUNIO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Descongelado sin usar,CRIOPRECIPITADO,1, 
2024,JUNIO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Descongelado sin usar,PLASMA FRESCO CONGELADO,2,5
2024,JUNIO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,154,25
2024,JUNIO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,PLAQUETAS AFERESIS FILTRADAS,17,4
2024,JUNIO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,10,5
2024,JUNIO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,32,29
2024,JUNIO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,25,30
2024,JUNIO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),158,120
2024,JUNIO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,112,128
2024,JUNIO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,22,24
2024,JUNIO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,40,42
2024,JUNIO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Unidad rota,PLASMA FRESCO CONGELADO,1,42
2024,JUNIO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1,120
2024,JUNIO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,28,28
2024,JUNIO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),13,13
