id_periodo,Año,Mes,Nombre Servicio,Departamento,Municipio,Servicio Hospitalario,Total Pacientes,Total Componentes
,2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Urgencias,29,82
,2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Ginecologia,6,13
,2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Obstetricia,5,7
,2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Pediatria (UCI o unidad de cuidado intermedio pediatrica),1,2
,2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,UCI Adultos,6,22
,2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Cirugia General,6,27
,2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Ortopedia,6,13
,2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Medicina Interna,3,6
,2024,MAYO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Otros,1,3
,2024,MAYO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Urgencias,12,16
,2024,MAYO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Ginecologia,4,8
,2024,MAYO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Cirugia General,5,10
,2024,MAYO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Medicina Interna,4,5
,2024,MAYO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,UCI Adultos,11,109
,2024,MAYO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,Cirugia Cardiotoracica,4,14
,2024,MAYO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,Unidad de cuidado intermedio adultos,1,6
,2024,MAYO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,Unidad de cuidado cronico,1,4
,2024,MAYO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Urgencias,9,19
,2024,MAYO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Ginecologia,8,20
,2024,MAYO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Pediatria (UCI o unidad de cuidado intermedio pediatrica),2,3
,2024,MAYO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Cirugia General,6,11
,2024,MAYO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Ortopedia,1,2
,2024,MAYO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Medicina Interna,6,10
,2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Urgencias,41,106
,2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,UCI Adultos,25,149
,2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Cirugia Vascular,22,167
,2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Cirugia General,19,119
,2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Medicina Interna,35,79
,2024,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Otros,6,33
,2024,MAYO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,CALDAS,Urgencias,5,12
,2024,MAYO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,CALDAS,Cirugia General,2,2
,2024,MAYO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,CALDAS,Medicina Interna,4,11
,2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Urgencias,10,20
,2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Obstetricia,13,22
,2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),25,43
,2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,UCI Adultos,6,24
,2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Cirugia General,9,35
,2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Medicina Interna,14,25
,2024,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,2,30
,2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Urgencias,31,67
,2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,UCI Adultos,8,54
,2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Cirugia General,5,17
,2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Hematologia,30,134
,2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Medicina Interna,14,37
,2024,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,7,22
,2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Urgencias,47,125
,2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Ginecologia,6,16
,2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),23,34
,2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Pediatria (UCI o unidad de cuidado intermedio pediatrica),6,10
,2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,UCI Adultos,36,141
,2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Cirugia General,22,56
,2024,MAYO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Medicina Interna,58,139
,2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Urgencias,5,13
,2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),2,10
,2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Pediatria (UCI o unidad de cuidado intermedio pediatrica),13,54
,2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,UCI Adultos,30,487
,2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Cirugia Cardiotoracica,60,354
,2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Medicina Interna,14,25
,2024,MAYO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,6,25
,2024,MAYO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,Cirugia Plastica,3,15
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Urgencias,42,114
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,UCI Adultos,23,140
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Cirugia Cardiotoracica,4,5
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Cirugia General,21,44
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Ortopedia,12,29
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Hematologia,14,35
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Transplantes,2,17
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Medicina Interna,6,14
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Otros,3,9
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Unidad de cuidado intermedio adultos,19,143
,2024,MAYO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,Unidad de cuidado cronico,9,33
,2024,MAYO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,Urgencias,3,7
,2024,MAYO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,UCI Adultos,2,6
,2024,MAYO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,Neurocirugia,1,2
,2024,MAYO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,6,30
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Urgencias,40,153
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Ginecologia,4,7
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),13,17
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,UCI Adultos,10,176
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Cirugia Cardiotoracica,6,60
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Cirugia General,6,34
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Medicina Interna,29,56
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Oncologia,41,124
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Unidad de cuidado intermedio adultos,5,29
,2024,MAYO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Unidad de cuidado cronico,2,17
,2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Urgencias,46,134
,2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Ginecologia,2,3
,2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),8,8
,2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,UCI Adultos,41,202
,2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Cirugia General,9,33
,2024,MAYO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Medicina Interna,13,34
,2024,MAYO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,Obstetricia,4,9
,2024,MAYO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,Cirugia General,1,1
,2024,MAYO,CORPORACION HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,MEDELLÍN,Pediatria (UCI o unidad de cuidado intermedio pediatrica),2,3
,2024,MAYO,CORPORACION HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,MEDELLÍN,Cirugia General,2,2
,2024,MAYO,CORPORACION HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,MEDELLÍN,Otros,1,1
,2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,Ginecologia,16,39
,2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,Obstetricia,28,75
,2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),23,60
,2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,Cirugia Plastica,1,2
,2024,MAYO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,Medicina Interna,13,37
,2024,MAYO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Urgencias,2,4
,2024,MAYO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Ginecologia,1,2
,2024,MAYO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Obstetricia,1,2
,2024,MAYO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Cirugia General,1,2
,2024,MAYO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Medicina Interna,2,4
,2024,MAYO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,Urgencias,4,8
,2024,MAYO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,Cirugia General,1,1
,2024,MAYO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,Unidad de cuidado intermedio adultos,1,2
,2024,MAYO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Urgencias,14,29
,2024,MAYO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,UCI Adultos,9,35
,2024,MAYO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Cirugia General,10,35
,2024,MAYO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Unidad de cuidado intermedio adultos,22,44
,2024,MAYO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Unidad de cuidado cronico,4,8
,2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Urgencias,16,52
,2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Obstetricia,4,8
,2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),3,3
,2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,UCI Adultos,15,134
,2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Cirugia Cardiotoracica,10,58
,2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Cirugia General,9,14
,2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Medicina Interna,7,20
,2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Oncologia,9,102
,2024,MAYO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,5,95
,2024,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Urgencias,33,58
,2024,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,UCI Adultos,59,131
,2024,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Cirugia General,29,46
,2024,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Medicina Interna,58,80
,2024,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,34,120
,2024,MAYO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,Urgencias,10,31
,2024,MAYO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,Ginecologia,5,15
,2024,MAYO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,Pediatria (UCI o unidad de cuidado intermedio pediatrica),1,1
,2024,MAYO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,UCI Adultos,3,8
,2024,MAYO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,Cirugia General,1,1
,2024,MAYO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,Medicina Interna,7,15
,2024,MAYO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Urgencias,27,62
,2024,MAYO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,UCI Adultos,30,79
,2024,MAYO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Cirugia General,32,145
,2024,MAYO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Medicina Interna,54,99
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Urgencias,30,101
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Obstetricia,7,15
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),17,35
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Pediatria (UCI o unidad de cuidado intermedio pediatrica),9,57
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,UCI Adultos,25,217
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Cirugia Cardiotoracica,7,44
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Cirugia General,14,48
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Transplantes,10,47
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Medicina Interna,52,145
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Ambulatorio,3,4
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Oncologia,12,25
,2024,MAYO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Unidad de cuidado intermedio adultos,17,68
,2024,MAYO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,Urgencias,11,22
,2024,MAYO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,Cirugia General,1,2
,2024,MAYO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,Ortopedia,3,5
,2024,MAYO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,Medicina Interna,10,18
,2024,JUNIO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,Urgencias,5,13
,2024,JUNIO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,Medicina Interna,12,30
,2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Urgencias,36,86
,2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,UCI Adultos,21,159
,2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Cirugia Vascular,13,37
,2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Cirugia General,12,19
,2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Medicina Interna,35,99
,2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Oncologia,1,3
,2024,JUNIO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Otros,4,9
,2024,JUNIO,UNIDAD HOSPITALARIA SANTA CRUZ VICTOR CARDENAS JARAMILLO,ANTIOQUIA,MEDELLÍN,Urgencias,5,9
,2024,JUNIO,UNIDAD HOSPITALARIA SANTA CRUZ VICTOR CARDENAS JARAMILLO,ANTIOQUIA,MEDELLÍN,Medicina Interna,2,4
,2024,JUNIO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,UCI Adultos,10,75
,2024,JUNIO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Cirugia General,1,2
,2024,JUNIO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Otros,28,72
,2024,JUNIO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,5,10
,2024,JUNIO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,Urgencias,3,7
,2024,JUNIO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,Medicina Interna,5,14
,2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Urgencias,37,62
,2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,UCI Adultos,103,210
,2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Cirugia General,32,83
,2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Medicina Interna,45,57
,2024,JUNIO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,53,257
,2024,JUNIO,CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES,ANTIOQUIA,MEDELLÍN,Otros,1,0
,2024,JUNIO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Urgencias,22,36
,2024,JUNIO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Ginecologia,3,7
,2024,JUNIO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Pediatria (UCI o unidad de cuidado intermedio pediatrica),1,1
,2024,JUNIO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Cirugia General,2,4
,2024,JUNIO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Medicina Interna,6,7
,2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Urgencias,48,116
,2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Ginecologia,10,28
,2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Obstetricia,1,2
,2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),22,28
,2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Pediatria (UCI o unidad de cuidado intermedio pediatrica),3,12
,2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,UCI Adultos,31,146
,2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Cirugia General,30,165
,2024,JUNIO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Medicina Interna,50,158
