Año,Mes,Nombre Servicio,Departamento,Municipio,Codigo Banco,Nombre Banco,componente,Solicitados,Entregados,% Satisfaccion
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,GLOBULOS ROJOS POBRES EN LEUCOCITOS,14,14,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-23 ,Laboratorio Medico de Referencia S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,20,20,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLAQUETAS ESTANDAR FILTRADAS,3,3,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLAQUETAS AFERESIS FILTRADAS,3,3,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLASMA FRESCO CONGELADO,4,4,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-9  ,Promotora Médica Las Américas S.A,PLAQUETAS AFERESIS FILTRADAS,1,1,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,PLASMA FRESCO CONGELADO,3,3,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-3  ,HOSPITAL PABLO TOBON URIBE,GLOBULOS ROJOS POBRES EN LEUCOCITOS,29,29,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-3  ,HOSPITAL PABLO TOBON URIBE,PLAQUETAS AFERESIS FILTRADAS,4,4,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-3  ,HOSPITAL PABLO TOBON URIBE,PLASMA FRESCO CONGELADO,3,3,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-615-24 ,CLINICA SOMER,GLOBULOS ROJOS POBRES EN LEUCOCITOS,17,17,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-615-24 ,CLINICA SOMER,PLASMA FRESCO CONGELADO,4,4,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS POBRES EN LEUCOCITOS,16,16,"100,00"
2024,ABRIL,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,PLASMA FRESCO CONGELADO,3,3,"100,00"
2024,ABRIL,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,1,"100,00"
2024,ABRIL,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,05-615-24 ,CLINICA SOMER,GLOBULOS ROJOS POBRES EN LEUCOCITOS,4,4,"100,00"
2024,ABRIL,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,05-615-24 ,CLINICA SOMER,PLAQUETAS AFERESIS FILTRADAS,3,3,"100,00"
2024,ABRIL,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,05-001-6  ,CLINICA CARDIO VID,PLAQUETAS AFERESIS FILTRADAS,1,1,"100,00"
2024,ABRIL,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLAQUETAS AFERESIS FILTRADAS,3,3,"100,00"
2024,ABRIL,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,05-615-24 ,CLINICA SOMER,GLOBULOS ROJOS POBRES EN LEUCOCITOS,36,36,"100,00"
2024,ABRIL,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,05-615-24 ,CLINICA SOMER,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),512,512,"100,00"
2024,ABRIL,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,05-615-24 ,CLINICA SOMER,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,166,166,"100,00"
2024,ABRIL,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,05-615-24 ,CLINICA SOMER,CRIOPRECIPITADO,224,224,"100,00"
2024,ABRIL,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,05-615-24 ,CLINICA SOMER,PLASMA FRESCO CONGELADO,184,184,"100,00"
2024,ABRIL,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,05-045-26 ,BANCO DE SANGRE UNLAB ZONA FRANCA S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,341,341,"100,00"
2024,ABRIL,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,05-045-26 ,BANCO DE SANGRE UNLAB ZONA FRANCA S.A.S,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,92,92,"100,00"
2024,ABRIL,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,05-045-26 ,BANCO DE SANGRE UNLAB ZONA FRANCA S.A.S,PLASMA FRESCO CONGELADO,81,81,"100,00"
2024,ABRIL,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,CRIOPRECIPITADO,15,15,"100,00"
2024,ABRIL,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,11,11,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS POBRES EN LEUCOCITOS,121,121,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),179,179,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS AFERESIS,1,1,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,ALICUOTA DE GLOBULOS ROJOS FILTRADA,10,10,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,3,3,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS POR AFERESIS IRRADIADOS,83,83,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,ALICUOTA PLAQUETAS AFERESIS,6,6,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,CRIOPRECIPITADO,138,138,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,PLASMA FRESCO CONGELADO,183,183,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,PLASMA FRESCO AFERESIS,81,81,"100,00"
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,PLASMA RESIDUAL,21,21,"100,00"
2024,ABRIL,UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,53,53,"100,00"
2024,ABRIL,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,CALDAS,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,18,18,"100,00"
2024,ABRIL,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,CALDAS,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,4,4,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,67,67,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),48,28,"58,33"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,CRIOPRECIPITADO,20,20,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,PLASMA FRESCO CONGELADO,12,11,"91,67"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS POBRES EN LEUCOCITOS,12,12,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,ALICUOTA DE GLOBULOS ROJOS FILTRADA,38,38,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,PLAQUETAS AFERESIS,2,2,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-3  ,HOSPITAL PABLO TOBON URIBE,PLAQUETAS ESTANDAR,10,10,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-3  ,HOSPITAL PABLO TOBON URIBE,PLAQUETAS AFERESIS,1,1,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,PLAQUETAS ESTANDAR,7,7,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,PLAQUETAS AFERESIS,3,3,"100,00"
2024,ABRIL,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-615-24 ,CLINICA SOMER,PLAQUETAS AFERESIS,1,1,"100,00"
2024,ABRIL,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,196,105,"53,57"
2024,ABRIL,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-23 ,Laboratorio Medico de Referencia S.A.S,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,67,67,"100,00"
2024,ABRIL,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-23 ,Laboratorio Medico de Referencia S.A.S,CRIOPRECIPITADO,10,10,"100,00"
2024,ABRIL,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLAQUETAS AFERESIS,1,1,"100,00"
2024,ABRIL,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLASMA FRESCO CONGELADO,25,25,"100,00"
2024,ABRIL,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,21,21,"100,00"
2024,ABRIL,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,10,10,"100,00"
2024,ABRIL,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,15,15,"100,00"
2024,ABRIL,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,ITAGUI,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,46,22,"47,83"
2024,ABRIL,CLINICA CENTRAL FUNDADORES,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,86,86,"100,00"
2024,ABRIL,E.S.E. HOSPITAL LA MARIA,ANTIOQUIA,MEDELLÍN,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,GLOBULOS ROJOS POBRES EN LEUCOCITOS,52,52,"100,00"
2024,ABRIL,E.S.E. HOSPITAL LA MARIA,ANTIOQUIA,MEDELLÍN,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,PLAQUETAS AFERESIS,1,1,"100,00"
2024,ABRIL,E.S.E. HOSPITAL LA MARIA,ANTIOQUIA,MEDELLÍN,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,GLOBULOS ROJOS POBRES EN LEUCOCITOS,189,189,"100,00"
2024,ABRIL,E.S.E. HOSPITAL LA MARIA,ANTIOQUIA,MEDELLÍN,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,PLAQUETAS AFERESIS,16,16,"100,00"
2024,ABRIL,E.S.E. HOSPITAL LA MARIA,ANTIOQUIA,MEDELLÍN,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,PLASMA FRESCO CONGELADO,34,34,"100,00"
2024,ABRIL,E.S.E. HOSPITAL LA MARIA,ANTIOQUIA,MEDELLÍN,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,GLOBULOS ROJOS POBRES EN LEUCOCITOS,60,46,"76,67"
2024,ABRIL,CLINICA DE LA POLICIA REGIONAL VALLE DE ABURRA,ANTIOQUIA,ENVIGADO,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,GLOBULOS ROJOS POBRES EN LEUCOCITOS,21,21,"100,00"
2024,ABRIL,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,ANTIOQUIA,TURBO,05-045-26 ,BANCO DE SANGRE UNLAB ZONA FRANCA S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,24,24,"100,00"
2024,ABRIL,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,23-001-5  ,BANCO DE SANGRE DE CORDOBA,PLAQUETAS AFERESIS,1,1,"100,00"
2024,ABRIL,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,23-001-5  ,BANCO DE SANGRE DE CORDOBA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,11,11,"100,00"
2024,ABRIL,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,23-001-1  ,E.S.E HOSPITAL SAN JERONIMO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,21,21,"100,00"
2024,ABRIL,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,23-001-1  ,E.S.E HOSPITAL SAN JERONIMO,PLASMA FRESCO CONGELADO,19,19,"100,00"
2024,ABRIL,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,23-001-1  ,E.S.E HOSPITAL SAN JERONIMO,PLAQUETAS ESTANDAR,14,14,"100,00"
2024,ABRIL,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,70-001-2  ,BANCO DE SANGRE SANTA MARIA SAS,GLOBULOS ROJOS POBRES EN LEUCOCITOS,42,42,"100,00"
2024,ABRIL,LABORATORIO MEDICO ECHAVARRIA S.A.S SEDE TORRE MEDICA SALUD VEGAS,ANTIOQUIA,MEDELLÍN,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2,2,"100,00"
2024,MAYO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,23-001-5  ,BANCO DE SANGRE DE CORDOBA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,14,14,"100,00"
2024,MAYO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,23-001-1  ,E.S.E HOSPITAL SAN JERONIMO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,12,12,"100,00"
2024,MAYO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,23-001-1  ,E.S.E HOSPITAL SAN JERONIMO,PLASMA FRESCO CONGELADO,12,12,"100,00"
2024,MAYO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,23-001-1  ,E.S.E HOSPITAL SAN JERONIMO,PLAQUETAS ESTANDAR,10,10,"100,00"
2024,MAYO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,70-001-2  ,BANCO DE SANGRE SANTA MARIA SAS,GLOBULOS ROJOS POBRES EN LEUCOCITOS,16,16,"100,00"
2024,MAYO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,PLAQUETAS AFERESIS FILTRADAS,250,227,"90,80"
2024,MAYO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),310,287,"92,58"
2024,MAYO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,9,9,"100,00"
2024,MAYO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,3,"300,00"
2024,MAYO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,PLASMA FRESCO CONGELADO,32,32,"100,00"
2024,MAYO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,PLAQUETAS AFERESIS,1,10,"1000,00"
2024,MAYO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,1,"100,00"
2024,MAYO,LABORATORIO MEDICO ECHAVARRIA S.A.S SEDE TORRE MEDICA SALUD VEGAS,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,3,3,"100,00"
2024,MAYO,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,ANTIOQUIA,TURBO,05-045-26 ,BANCO DE SANGRE UNLAB ZONA FRANCA S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,30,30,"100,00"
2024,MAYO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,92,52,"56,52"
2024,MAYO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,51,32,"62,75"
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,135,87,"64,44"
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,10,10,"100,00"
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,24,10,"41,67"
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,15,11,"73,33"
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-23 ,Laboratorio Medico de Referencia S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,46,44,"95,65"
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLAQUETAS AFERESIS,1,1,"100,00"
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLASMA FRESCO CONGELADO,3,3,"100,00"
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-045-26 ,BANCO DE SANGRE UNLAB ZONA FRANCA S.A.S,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,23,18,"78,26"
2024,MAYO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,PLASMA FRESCO CONGELADO,5,5,"100,00"
2024,MAYO,CLINICA CENTRAL FUNDADORES,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,83,83,"100,00"
2024,MAYO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,9,8,"88,89"
2024,MAYO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,PLAQUETAS AFERESIS,6,6,"100,00"
2024,MAYO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS POBRES EN LEUCOCITOS,160,113,"70,63"
2024,MAYO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,PLASMA FRESCO CONGELADO,25,23,"92,00"
2024,MAYO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),10,10,"100,00"
2024,MAYO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,50,38,"76,00"
2024,MAYO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,5,5,"100,00"
2024,MAYO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,21,21,"100,00"
2024,MAYO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,30,30,"100,00"
2024,MAYO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,ALICUOTA DE GLOBULOS ROJOS FILTRADA,4,4,"100,00"
